"Rank","Triples","HomeRuns","StolenBases","BaseOnBalls","Strikeouts","BattingAverage","OnBasePercentage","SluggingPercentage","OnBasePlusSlugging","IntentionalWalks","GamesStarted","BattingStats","DefenseStats","WinsAboveReplacement","Top100Status"
13,3,2,9,6,48,0.185,0.231,0.281,0.512,0,40,47,47,-0.5,"No"
16,0,1,5,3,22,0.17,0.214,0.245,0.46,0,13,25,23,-0.8,"No"
11,3,14,32,11,77,0.276,0.306,0.498,0.804,0,70,75,71,2.2,"No"
4,10,9,43,19,132,0.263,0.291,0.424,0.715,0,101,102,100,2.1,"No"
4,3,6,24,11,70,0.256,0.294,0.416,0.71,0,59,59,59,1.3,"No"
12,1,6,15,6,43,0.23,0.271,0.452,0.723,0,34,35,30,0.4,"No"
19,0,0,5,4,20,0.14,0.204,0.14,0.344,0,15,15,15,-0.2,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,28,0.2,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,68,0.1,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,14,0,"No"
48,0,0,0,0,1,0,0,0,0,0,0,31,33,0.6,"No"
33,0,0,0,0,3,0,0,0,0,0,0,38,42,0.6,"No"
55,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,39,1.2,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,77,0.9,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,22,-0.7,"No"
31,0,0,0,0,8,0.222,0.222,0.222,0.444,0,11,13,15,0.7,"No"
26,0,0,0,1,22,0.122,0.14,0.122,0.261,0,25,23,25,1.6,"No"
22,0,0,0,2,14,0.125,0.192,0.125,0.317,0,20,20,22,-1.4,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,48,52,-0.1,"No"
39,0,0,0,0,0,0,0,0,0,0,0,56,60,-1.1,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,17,0.4,"No"
13,0,8,1,42,44,0.243,0.417,0.472,0.889,7,44,44,44,-0.4,"45"
9,0,11,0,75,177,0.159,0.292,0.277,0.569,0,117,122,37,-2.9,"No"
9,0,41,2,105,222,0.204,0.333,0.468,0.8,3,149,151,56,1.6,"No"
9,0,34,1,76,189,0.219,0.32,0.442,0.762,7,145,149,73,0.2,"No"
9,0,20,1,65,132,0.22,0.34,0.433,0.773,5,102,106,29,0.7,"No"
6,0,32,1,80,120,0.233,0.373,0.528,0.901,6,112,114,110,1.1,"No"
16,0,2,0,6,27,0.212,0.316,0.318,0.634,0,17,25,0,0,"No"
9,0,38,0,116,177,0.267,0.398,0.529,0.928,16,155,159,150,-0.4,"52"
2,2,38,0,77,199,0.26,0.356,0.536,0.892,10,153,158,153,2.5,"58"
13,0,0,0,3,17,0.132,0.193,0.151,0.344,0,9,33,14,-0.5,"No"
14,1,10,0,7,39,0.267,0.315,0.567,0.882,0,26,41,32,0.7,"No"
6,0,16,0,15,54,0.237,0.301,0.532,0.833,0,47,57,56,0.9,"No"
10,1,16,0,14,69,0.226,0.287,0.513,0.8,1,52,55,54,1.3,"97"
11,1,12,0,21,101,0.213,0.276,0.401,0.677,0,80,86,86,-0.2,"No"
10,2,21,4,22,110,0.247,0.303,0.531,0.834,1,82,92,84,1.6,"No"
16,0,5,0,6,26,0.219,0.306,0.484,0.79,1,17,27,18,0.1,"No"
6,6,33,6,41,164,0.241,0.297,0.498,0.795,1,145,150,146,3.3,"No"
6,3,31,5,39,170,0.249,0.301,0.48,0.782,1,149,157,151,2,"No"
6,0,15,2,34,100,0.205,0.286,0.399,0.685,3,82,105,94,1.3,"No"
8,1,22,5,21,105,0.229,0.277,0.478,0.755,0,81,91,83,1.9,"No"
18,0,3,0,3,20,0.192,0.234,0.342,0.576,0,18,28,22,-0.4,"No"
15,2,2,2,14,15,0.259,0.382,0.412,0.794,0,21,22,21,0.7,"No"
11,4,3,5,17,44,0.252,0.314,0.36,0.674,0,56,66,60,-0.3,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,8,0,8,-0.8,"No"
7,10,1,15,43,83,0.3,0.362,0.401,0.763,0,123,123,121,5.2,"No"
7,9,14,18,58,131,0.287,0.361,0.431,0.792,2,151,153,145,4.1,"56"
8,9,14,14,63,115,0.284,0.362,0.428,0.79,2,154,157,156,6.6,"No"
8,2,5,2,20,55,0.201,0.298,0.344,0.642,0,49,58,56,0,"No"
32,0,0,0,1,0,0.194117349256831,1,0.297272473550983,0.546554098786266,0,0,4,4,0,"No"
19,0,1,1,2,16,0.2,0.232,0.277,0.509,0,19,25,25,-0.7,"No"
27,0,0,0,5,6,0.179,0.303,0.25,0.553,0,19,22,21,-0.8,"No"
14,1,2,3,14,18,0.297,0.393,0.462,0.854,0,22,23,23,0.3,"No"
9,1,5,9,38,64,0.301,0.394,0.411,0.805,0,76,95,76,1.3,"No"
8,7,15,15,65,106,0.279,0.365,0.428,0.792,0,143,151,145,1.8,"84"
8,1,4,3,12,32,0.226,0.285,0.384,0.669,1,40,41,41,-0.7,"No"
7,3,6,8,19,117,0.166,0.235,0.282,0.517,0,91,97,96,-0.7,"No"
7,4,6,16,18,129,0.235,0.279,0.336,0.614,0,124,143,140,1.2,"No"
7,2,6,3,14,78,0.242,0.304,0.383,0.687,0,65,89,86,0.9,"No"
12,1,3,1,3,19,0.295,0.333,0.477,0.811,0,23,36,35,0.6,"No"
17,0,7,7,11,31,0.252,0.336,0.496,0.832,0,34,39,37,1.5,"No"
12,1,2,12,11,76,0.224,0.269,0.31,0.579,1,60,119,113,0.1,"No"
26,0,0,0,0,2,0,0,0,0,0,3,5,4,-0.3,"No"
21,0,0,1,5,14,0.217,0.277,0.233,0.51,0,17,34,27,-0.2,"No"
4,0,3,5,22,61,0.238,0.288,0.325,0.613,0,107,118,116,0.7,"No"
18,0,0,2,4,18,0.185,0.221,0.247,0.468,0,28,31,31,-0.5,"No"
14,1,2,0,12,15,0.213,0.278,0.323,0.601,1,41,48,45,0.2,"No"
3,2,13,11,32,68,0.24,0.3,0.396,0.696,0,113,141,136,1.7,"No"
12,1,2,4,12,26,0.301,0.356,0.411,0.767,0,27,66,49,0.4,"No"
9,6,6,9,36,57,0.276,0.344,0.399,0.743,2,93,121,105,1.1,"No"
9,2,10,1,29,53,0.277,0.342,0.456,0.798,2,67,113,85,2.7,"No"
3,7,10,5,40,75,0.278,0.336,0.417,0.753,4,133,152,142,2.5,"No"
3,0,7,1,17,35,0.23,0.297,0.364,0.661,0,54,58,54,0.8,"No"
3,4,4,5,35,46,0.324,0.388,0.448,0.836,1,93,98,95,3,"No"
11,1,1,5,13,23,0.267,0.327,0.335,0.662,1,47,57,51,1,"80"
3,4,3,11,46,73,0.238,0.301,0.311,0.612,1,140,156,144,0.8,"No"
25.5502963590178,0.535901778154107,3.43911939034716,1.78382726502964,10.0093564775614,24.8505927180356,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0.609060118543607,0,1,0,0.651610445676556,"No"
21,0,0,0,3,7,0.238,0.333,0.238,0.571,0,5,14,10,0.1,"No"
21,0,0,1,3,8,0.222,0.282,0.278,0.56,0,7,28,23,-0.1,"No"
9,0,5,4,14,60,0.266,0.324,0.396,0.72,1,59,67,65,1.8,"No"
12,0,0,0,7,17,0.278,0.348,0.342,0.69,1,23,40,39,0,"No"
21,0,0,0,0,4,0.19,0.19,0.238,0.429,0,7,9,9,-0.3,"No"
8,1,16,2,31,101,0.26,0.313,0.414,0.728,2,118,137,130,-0.8,"No"
7,7,9,10,23,108,0.27,0.311,0.4,0.711,0,123,132,129,2,"No"
7,3,19,10,36,93,0.277,0.335,0.457,0.792,3,117,119,118,2.6,"No"
7,5,19,7,23,119,0.284,0.325,0.442,0.767,1,148,149,149,2.5,"No"
7,2,25,12,29,113,0.28,0.319,0.466,0.785,2,145,151,148,3.3,"92"
7,3,32,16,34,126,0.287,0.334,0.505,0.839,0,162,162,162,4.1,"26"
7,1,33,14,25,136,0.285,0.318,0.493,0.811,4,160,160,156,4.8,"49"
7,2,29,7,19,133,0.281,0.311,0.469,0.78,1,157,159,155,4.8,"95"
7,3,27,3,24,102,0.269,0.308,0.474,0.782,3,137,137,134,3.5,"No"
7,0,29,2,39,115,0.265,0.31,0.436,0.746,2,150,152,152,1.7,"No"
7,1,26,2,27,113,0.285,0.322,0.466,0.787,1,147,147,147,2.6,"No"
7,0,15,7,24,93,0.281,0.313,0.419,0.732,1,144,145,139,0.6,"No"
15,1,2,1,23,33,0.262,0.345,0.357,0.702,1,40,86,57,0.3,"No"
5,1,11,20,45,86,0.289,0.348,0.41,0.758,2,127,129,129,1.1,"No"
10,1,7,8,22,67,0.234,0.277,0.355,0.632,3,96,114,87,0,"No"
3,4,2,7,21,43,0.28,0.321,0.372,0.692,4,83,115,95,2.5,"No"
3,1,3,14,37,44,0.249,0.327,0.327,0.655,1,85,135,117,0.6,"No"
44,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,25,27,0.3,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,21,0.8,"No"
50,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0.1,"No"
54,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,4,0.2,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,12,-0.4,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,15,0,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,12,-0.2,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,31,0.1,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,54,0.5,"No"
2,2,25,0,48,172,0.261,0.32,0.468,0.788,4,145,151,146,1.1,"No"
11,1,12,0,28,59,0.325,0.401,0.557,0.957,6,56,57,57,2,"No"
21,0,1,0,0,2,0.263,0.263,0.526,0.789,0,4,6,4,0,"No"
9,0,12,0,49,133,0.207,0.293,0.34,0.634,0,116,127,49,-0.6,"No"
2,3,25,1,54,122,0.27,0.341,0.5,0.841,7,130,136,129,1.3,"No"
2,1,12,2,41,81,0.247,0.329,0.441,0.77,6,86,87,87,0.2,"No"
11,0,3,1,25,37,0.172,0.288,0.258,0.546,0,42,43,43,-0.2,"No"
2,1,33,1,67,138,0.271,0.343,0.51,0.853,7,149,154,153,4.2,"44"
2,3,20,4,72,131,0.237,0.332,0.403,0.735,10,144,152,149,0.6,"No"
2,0,26,3,82,108,0.259,0.362,0.455,0.817,9,136,140,136,2.4,"27"
36,0,0,0,0,2,0,0,0,0,0,0,38,39,0,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,55,58,0.7,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,4,0.1,"No"
38,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3,"No"
2,0,20,0,66,100,0.277,0.36,0.46,0.82,11,135,149,138,3.6,"79"
2,0,20,0,26,89,0.239,0.286,0.431,0.717,3,102,126,101,-0.3,"No"
6,4,9,2,16,59,0.282,0.316,0.439,0.755,3,87,88,71,0.2,"No"
9,0,35,1,58,110,0.305,0.37,0.562,0.932,7,147,151,55,3.9,"38"
9,3,23,0,38,144,0.237,0.287,0.425,0.712,3,144,150,26,-1,"No"
2,0,26,1,32,107,0.251,0.295,0.439,0.734,4,125,125,109,0.1,"No"
2,2,11,0,29,61,0.255,0.314,0.414,0.729,1,85,93,61,0.3,"No"
9,1,23,1,51,103,0.288,0.357,0.497,0.854,5,121,143,76,2,"No"
9,2,6,0,28,48,0.321,0.381,0.479,0.86,3,78,96,47,2.2,"No"
10,0,14,1,28,47,0.303,0.362,0.513,0.875,5,61,116,63,0.9,"No"
42,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,8,-0.5,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,7,-0.5,"No"
35,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,19,20,-0.3,"No"
21,0,1,0,3,13,0.188,0.297,0.313,0.61,0,10,14,8,-0.2,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,1,-0.1,"No"
21,0,0,0,0,4,0.1,0.1,0.2,0.3,0,2,7,4,-0.1,"No"
23,0,0,0,2,11,0.2,0.273,0.2,0.473,0,5,8,8,0,"No"
24,0,0,0,0,2,0.25,0.25,0.25,0.5,0,1,1,1,0,"No"
22,0,0,0,0,4,0,0,0,0,0,1,9,9,-0.1,"No"
20,0,1,0,1,3,0.182,0.25,0.545,0.795,0,3,4,3,0,"No"
21,0,0,1,1,2,0.3,0.364,0.4,0.764,0,3,5,5,0.1,"No"
26,0,0,0,2,5,0.2,0.333,0.3,0.633,1,1,9,1,-0.1,"No"
25,0,1,1,0,7,0.217,0.25,0.391,0.641,0,5,6,6,0.1,"No"
1,0,4,0,8,63,0.195,0.23,0.283,0.513,1,58,60,59,-0.5,"No"
26,0,0,0,0,2,0.167,0.167,0.333,0.5,0,2,2,2,0,"No"
24,0,1,0,1,7,0.222,0.263,0.444,0.708,0,5,8,8,0,"No"
61,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,32,34,-0.2,"No"
25,0,0,0,0,12,0.077,0.077,0.115,0.192,0,15,13,15,0.7,"No"
26,0,0,0,1,11,0.094,0.121,0.125,0.246,0,21,22,23,-1.1,"No"
32,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,36,37,0.8,"No"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,64,67,0.5,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,38,40,0.3,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,17,0.1,"No"
64,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,14,0,19,-1,"No"
61,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,9,-1,"No"
55,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,69,0.8,"No"
36,0,0,0,0,7,0.111,0.111,0.111,0.222,0,0,49,53,1.1,"No"
28,0,0,0,0,5,0.111,0.111,0.111,0.222,0,0,48,51,2.3,"No"
49,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,72,75,1.3,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,10,10,0.8,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,30,34,1,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,59,63,0.3,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,70,75,2.4,"No"
59,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,66,2.3,"No"
59,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,66,1.2,"No"
54,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,73,2.3,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,24,-0.1,"No"
33,0,0,0,1,5,0,0.143,0,0.143,0,3,5,5,-0.7,"No"
41,0,0,0,0,0,0,0,0,0,0,1,3,3,-0.5,"No"
58,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,3,38,-1.1,"No"
47,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,2,0,"No"
29,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,12,1,17,0.2,"No"
30,0,0,0,0,1,0,0,0,0,0,20,2,21,0.3,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,1,10,0,"No"
17,0,3,0,1,34,0.202,0.227,0.369,0.596,1,21,34,27,-0.6,"No"
23,0,0,1,1,4,0.207,0.233,0.241,0.475,0,5,18,6,-0.2,"No"
5,1,4,1,26,46,0.213,0.303,0.317,0.62,0,56,87,74,-0.4,"No"
19,0,1,0,1,5,0.211,0.25,0.421,0.671,0,3,13,13,-0.1,"No"
11,2,7,2,19,65,0.271,0.321,0.4,0.721,0,67,80,71,1.7,"No"
18,0,2,0,4,13,0.098,0.162,0.197,0.358,0,18,24,22,-0.7,"No"
18,0,2,0,11,24,0.222,0.297,0.333,0.631,1,31,42,41,0.8,"No"
14,0,4,0,10,31,0.191,0.267,0.316,0.583,1,34,51,51,0,"No"
11,0,4,1,10,66,0.234,0.273,0.346,0.619,0,59,71,67,0.2,"No"
12,3,13,4,29,88,0.229,0.319,0.495,0.814,2,52,105,84,2.3,"No"
21,0,1,0,0,3,0.182,0.167,0.455,0.621,0,2,17,10,0,"No"
13,0,4,4,13,42,0.262,0.328,0.378,0.706,0,44,56,46,0.8,"No"
11,0,3,4,10,30,0.228,0.296,0.342,0.638,0,32,53,47,-0.2,"No"
32,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,22,0.1,"No"
44,0,0,0,0,0,0,0,0,0,0,0,15,15,0,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,11,12,0,"No"
41,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,36,0.2,"No"
19,0,0,0,0,2,0,0,0,0,0,1,6,2,-0.2,"No"
24,0,1,0,2,20,0.267,0.286,0.35,0.636,0,20,25,20,3,"No"
23,1,2,0,1,26,0.18,0.189,0.326,0.515,0,34,39,34,6.7,"13"
24,0,0,0,7,23,0.167,0.231,0.226,0.457,0,33,36,33,6.4,"12"
23,0,1,0,3,32,0.121,0.159,0.197,0.356,0,32,32,32,1,"No"
21,0,0,0,0,23,0.211,0.208,0.268,0.476,0,34,32,34,6.5,"25"
24,0,0,0,3,22,0.181,0.213,0.222,0.436,0,32,30,32,6.4,"9"
32,0,0,0,0,2,0,0,0,0,0,4,7,7,0.8,"No"
22,1,2,0,2,17,0.21,0.234,0.452,0.686,0,33,32,33,2.1,"No"
28,0,2,0,1,15,0.262,0.279,0.452,0.731,0,23,24,24,0.8,"No"
29,0,0,0,0,6,0.091,0.091,0.091,0.182,0,8,8,8,0.2,"No"
25,0,0,0,2,20,0.16,0.189,0.22,0.409,0,31,29,31,1.9,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,10,0,10,0.5,"No"
21,0,0,0,3,25,0.123,0.167,0.158,0.325,0,32,33,32,3.9,"31"
46,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,32,0,32,2.1,"No"
26,0,0,0,0,1,0,0,0,0,0,21,2,21,-2,"No"
29,0,0,0,0,3,0,0,0,0,0,1,29,29,-0.9,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,-0.3,"No"
55,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,2,3,34,1.1,"No"
57,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,6,69,1.4,"No"
29,0,0,0,0,1,0,0,0,0,0,17,2,43,2.8,"No"
53,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,29,0.4,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,4,46,1.4,"No"
48,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,3,24,0.6,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,23,25,-0.2,"No"
51,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,1,23,0.3,"No"
26,0,0,0,0,1,0,0,0,0,0,0,1,5,-0.1,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,3,0,3,-0.3,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
26,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,3,-0.2,"No"
39,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.3,"No"
32,0,0,0,0,2,0,0,0,0,0,2,4,4,-0.3,"No"
40,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,4,0,6,0.5,"No"
38,0,0,0,1,13,0.065,0.094,0.097,0.191,0,21,28,29,0.7,"No"
56,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,0.2,"No"
37,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,58,1.8,"No"
43,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,60,62,-0.5,"No"
36,0,0,0,0,0,0,0,0,0,0,0,35,38,-0.1,"No"
34,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,29,0.5,"No"
27,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,6,0.1,"No"
28,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,62,-0.1,"No"
31,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,68,1.1,"No"
35,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,5,55,0,"No"
38,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,17,17,0.7,"No"
39,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,75,80,2.7,"No"
45,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,46,48,1.7,"No"
3,1,13,4,42,149,0.242,0.307,0.389,0.696,2,137,142,142,2.7,"No"
4,3,21,5,55,135,0.238,0.321,0.417,0.738,6,141,151,148,3.7,"No"
4,3,12,2,29,91,0.239,0.304,0.418,0.722,5,91,110,101,1.9,"No"
4,1,5,4,40,99,0.25,0.317,0.34,0.657,2,110,130,129,2.4,"No"
3,1,9,2,20,58,0.237,0.308,0.391,0.699,2,55,82,80,0.6,"No"
16,1,4,0,6,15,0.328,0.4,0.639,1.039,0,15,24,16,1.1,"No"
13,0,0,0,4,12,0.254,0.302,0.305,0.607,0,14,27,23,-0.2,"No"
4,8,3,11,30,96,0.227,0.267,0.298,0.565,1,145,148,148,-1.4,"No"
4,10,1,7,26,86,0.276,0.308,0.356,0.664,5,146,146,146,1.2,"No"
4,6,5,7,23,78,0.281,0.315,0.374,0.689,4,129,130,130,2.6,"No"
4,6,3,1,33,73,0.236,0.283,0.311,0.594,7,135,155,153,1,"No"
17,1,1,0,1,9,0.277,0.288,0.385,0.672,0,17,20,19,0.2,"No"
12,0,5,3,8,33,0.204,0.252,0.359,0.611,0,29,60,47,-0.3,"No"
21,0,2,1,1,10,0.194,0.216,0.361,0.577,0,11,18,18,0,"No"
19,0,1,0,3,11,0.233,0.277,0.395,0.672,1,12,15,15,0,"No"
4,4,7,4,12,58,0.257,0.289,0.411,0.701,1,74,77,77,0.2,"No"
12,0,3,1,12,37,0.258,0.289,0.332,0.621,1,57,61,61,0.7,"No"
16,0,2,0,4,32,0.254,0.28,0.365,0.645,0,39,41,40,0.1,"No"
1,1,13,4,65,86,0.254,0.362,0.445,0.806,0,107,113,93,5.4,"No"
1,1,20,1,92,101,0.277,0.374,0.435,0.809,6,149,154,110,4.3,"30"
18,0,0,0,0,7,0.118,0.118,0.176,0.294,0,2,21,11,-0.3,"No"
22,0,0,0,1,4,0,0.143,0,0.143,0,2,3,3,-0.1,"No"
7,2,31,16,32,194,0.243,0.286,0.454,0.741,0,147,149,134,3.7,"No"
8,5,27,25,40,183,0.25,0.3,0.456,0.756,2,154,156,134,3.5,"46"
8,0,39,9,65,175,0.245,0.328,0.508,0.836,0,145,148,140,4.2,"21"
5,0,10,0,5,35,0.277,0.293,0.497,0.79,0,48,58,51,0.3,"No"
5,0,14,3,24,93,0.273,0.311,0.406,0.717,4,129,134,127,-0.2,"No"
5,0,5,4,7,23,0.237,0.273,0.347,0.62,0,40,52,40,-0.4,"No"
36,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,2,14,-0.4,"No"
23,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,1,0,1,0.1,"No"
35,0,0,0,0,1,0,0,0,0,0,1,4,4,0.1,"No"
52,0,0,0,0,0,0.194117349256831,0.251743838540656,0.297272473550983,0.546554098786266,0,0,0,1,0,"No"
5,2,28,2,40,82,0.321,0.365,0.553,0.919,10,151,154,154,7.8,"65"
5,1,25,8,50,90,0.266,0.327,0.457,0.784,10,142,143,139,5.6,"No"
5,0,8,13,19,74,0.265,0.304,0.379,0.683,1,111,111,111,3.3,"No"
5,0,32,1,25,53,0.296,0.331,0.561,0.892,0,123,124,112,5.6,"59"
5,2,36,1,36,82,0.321,0.359,0.561,0.921,8,152,156,129,7.2,"21"
5,0,30,1,50,78,0.315,0.371,0.509,0.88,12,161,161,146,5.7,"38"
5,1,19,1,57,74,0.324,0.388,0.492,0.879,13,148,148,136,6.2,"48"
5,4,18,1,41,65,0.287,0.334,0.453,0.788,4,143,143,142,4.4,"No"
5,1,32,1,48,66,0.3,0.358,0.521,0.879,6,153,153,141,6.7,"21"
10,1,17,1,39,52,0.312,0.383,0.532,0.915,2,93,94,65,3.8,"No"
5,1,15,1,34,96,0.273,0.328,0.434,0.763,2,113,119,70,1.5,"No"
19,0,0,0,7,13,0.183,0.269,0.283,0.552,1,9,45,16,-0.3,"No"
2,3,27,1,74,119,0.338,0.41,0.548,0.957,20,159,159,157,6.9,"10"
2,0,15,0,31,81,0.3,0.343,0.469,0.812,4,122,123,122,3,"No"
17,1,3,2,11,29,0.297,0.344,0.441,0.785,1,36,36,36,0.7,"45"
2,0,22,1,47,98,0.293,0.342,0.461,0.803,6,149,157,151,3.8,"84"
2,0,27,1,56,112,0.276,0.335,0.482,0.817,9,153,159,157,4.4,"25"
2,0,28,0,62,107,0.275,0.35,0.48,0.83,10,148,156,149,4.6,"32"
2,0,18,0,55,117,0.285,0.349,0.435,0.784,9,148,156,151,1.9,"No"
